forecast_date,target_end_date,location,target,quantile,value,type
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.15,25.456045476629495,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.2,30.588172510850885,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.25,35.3838913141058,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.3,39.99001729154684,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.35,44.48969920686774,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.4,48.9438747831028,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.45,53.38823924785907,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.5,57.86819741795957,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.55,62.46366355780464,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.6,67.29849482803307,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.65,72.54828819530657,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.7,78.47146248829429,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.75,85.48326406637719,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.8,94.30548373107194,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.85,106.33583126617997,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.9,124.7403962035265,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.95,159.12862619904544,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.975,194.3674584431454,quantile
2022-11-28,2022-12-10,02,2 wk ahead inc flu hosp,0.99,237.610354618556,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.01,2.708283770842465,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.025,4.621557361389472,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.05,7.812213757982938,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.1,15.904610687338115,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.15,23.853039403401443,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.2,31.126622227498068,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.25,38.037386819178565,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.3,44.73994346293475,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.35,51.31170288416587,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.4,57.809541915393446,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.45,64.24972442312105,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.5,70.67209180416923,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.55,77.18740078638264,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.6,83.98404014153815,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.65,91.33352100931802,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.7,99.63562181714012,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.75,109.5329378797416,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.8,122.11969238934417,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.85,139.45166243733985,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.9,166.03889739252864,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.95,214.64575887197856,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.975,261.50468312624577,quantile
2022-11-28,2022-12-17,02,3 wk ahead inc flu hosp,0.99,313.4601061918207,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.01,2.143096897253699,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.025,3.671024465265113,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.05,6.464328562716393,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.1,13.928512328696684,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.15,21.811956644329776,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.2,29.355939954553435,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.25,36.755899721852,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.3,44.16322797498595,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.35,51.68148757425661,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.4,59.37804057148944,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.45,67.27045437904255,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.5,75.3983023749627,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.55,83.89393710284132,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.6,93.01181396220714,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.65,103.11621919739666,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.7,114.74523704491092,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.75,128.7806898795929,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.8,146.78403883428004,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.85,171.86760725040884,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.9,211.29950387166477,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.95,287.682385395005,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.975,367.8695091506867,quantile
2022-11-28,2022-12-24,02,4 wk ahead inc flu hosp,0.99,464.2519515780652,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.01,78.14962608114485,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.025,108.9033231285147,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.05,143.24234739608448,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.1,194.2685340056288,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.15,239.2588707916199,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.2,279.8334263730523,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.25,316.5009198522611,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.3,350.527805424361,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.35,382.7901846179593,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.4,413.9773060575891,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.45,444.7875700993808,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.5,476.00281341623753,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.55,508.49137977753145,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.6,543.1770486071686,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.65,581.162593461404,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.7,623.9320898438928,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.75,673.8874127427852,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.8,735.3252698393819,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.85,816.9821505871755,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.9,940.4041403265006,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.95,1183.9865477167757,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.975,1477.8258204912077,quantile
2022-11-28,2022-12-03,04,1 wk ahead inc flu hosp,0.99,1943.9218541493556,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.01,53.44933987872155,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.025,78.59567703465964,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.05,110.00604617852488,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.1,165.1791389466417,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.15,218.969744472336,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.2,271.7202041855993,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.25,323.8550129745721,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.3,376.0621467064129,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.35,429.0877240375468,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.4,483.4654545603445,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.45,539.6665817433366,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.5,598.6076929211381,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.55,661.8096725487743,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.6,731.644374702356,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.65,811.7852599996422,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.7,908.0047477914133,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.75,1030.359722395957,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.8,1197.2863370152795,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.85,1445.6796056611545,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.9,1858.2963946929044,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.95,2648.649632655964,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.975,3374.201499629104,quantile
2022-11-28,2022-12-10,04,2 wk ahead inc flu hosp,0.99,4105.213859383783,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.01,28.749051150986013,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.025,48.28802083955558,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.05,76.76973991034077,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.1,136.0897236851566,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.15,198.68061815305205,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.2,263.6070022006443,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.25,331.2091667043771,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.3,401.5964071784728,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.35,475.38518264714224,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.4,552.9535222531078,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.45,634.5456741972844,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.5,721.2125320210428,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.55,815.1279653200172,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.6,920.1117007975434,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.65,1042.4080881578643,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.7,1192.0774057389335,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.75,1386.831830024149,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.8,1659.2473233811854,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.85,2074.3774647850933,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.9,2776.188810679292,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.95,4113.312960025129,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.975,5270.577340386983,quantile
2022-11-28,2022-12-17,04,3 wk ahead inc flu hosp,0.99,6266.506511098147,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.01,23.570958987849043,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.025,40.475154240609406,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.05,67.83107900865947,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.1,128.48309933774783,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.15,193.72765252646528,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.2,261.1416307612552,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.25,330.9675852331995,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.3,403.6686986141236,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.35,480.05951542120505,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.4,560.8354864458653,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.45,646.6583243078527,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.5,738.7437749322822,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.55,839.3180323846283,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.6,952.1434078688884,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.65,1083.0579384493722,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.7,1241.2515788498556,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.75,1442.2805757763335,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.8,1714.7738083457043,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.85,2119.276304457607,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.9,2801.20661449228,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.95,4207.20641300627,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.975,5733.889146579685,quantile
2022-11-28,2022-12-24,04,4 wk ahead inc flu hosp,0.99,7655.195193119191,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.01,24.74218079549784,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.025,34.99414483048857,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.05,47.49977301213293,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.1,65.5170748741496,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.15,80.09761309325513,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.2,92.91938627320474,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.25,104.55305314986953,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.3,115.50246896360194,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.35,126.09922631431348,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.4,136.5812815062095,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.45,147.16444446494225,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.5,158.0617693829778,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.55,169.50355681943918,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.6,181.7592152916436,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.65,195.1861190005566,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.7,210.32526276387745,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.75,228.03365447421345,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.8,249.81074802834516,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.85,278.83327558317905,quantile
2022-11-28,2022-12-03,05,1 wk ahead inc flu hosp,0.9,323.07626197054515,quantile
